Universidad;Nombre;Autores;Autor ID;Author(s) ID;Publicación;Año;Fuente;Citado por;Filiación;Abstract;Index keywords;Idioma de Publicación;Tipo de documento
UdeC;Guevara Alvez Pamela Beatriz;Mendoza C., Roman C., Vazquez A., Poupon C., Mangin J.-F., Hernandez C., Guevara P.;24766261300;57405711800-56898609500-57211428314-6602766024-7004285555-7202905254-24766261300-;Enhanced Automatic Segmentation for Superficial White Matter Fiber Bundles for Probabilistic Tractography Datasets;2021;Proceedings of the Annual International Conference of the IEEE Engineering in Medicine and Biology Society, EMBS;0;Universidad de Concepción, Faculty of Engineering, Chile- CEA, I2BM, Neurospin, Gif-sur-Yvette, France- Center for Biotechnology and Bioengineering (CeBiB), Chile;This paper presents an enhanced algorithm for automatic segmentation of superficial white matter (SWM) bundles from probabilistic dMRI tractography datasets, based on a multi-subject bundle atlas. Previous segmentation methods use the maximum Euclidean distance between corresponding points of the subject fibers and the atlas centroids. However, this scheme might include noisy fibers. Here, we propose a three step approach to discard noisy fibers improving the identification of fibers. The first step applies a fiber clustering and the segmentation is performed between the centroids of the clusters and the atlas centroids. This step removes outliers and enables a better identification of fibers with similar shapes. The second step applies a fiber filter based on two different fiber similarities. One is the Symmetrized Segment-Path Distance (SSPD) over 2D ISOMAP and the other is an adapted version of SSPD for 3D space. The last step eliminates noisy fibers by removing those that connect regions that are far from the main atlas bundle connections. We perform an experimental evaluation using ten subjects of the Human Connectome (HCP) database. The evaluation only considers the bundles connecting precentral and postcentral gyri, with a total of seven bundles per hemisphere. For comparison, the bundles of the ten subjects were manually segmented. Bundles segmented with our method were evaluated in terms of similarity to manually segmented bundles and the final number of fibers. The results show that our approach obtains bundles with a higher similarity score than the state-of-the-art method and maintains a similar number of fibers.Clinical relevance - Many brain pathologies or disorders can occur in specific regions of the SWM automatic segmentation of reliable SWM bundles would help applications to clinical research. © 2021 IEEE.;Clinical research- Medical imaging- A.Fibres- Automatic segmentations- Euclidean distance- Fibre bundle- Probabilistic tractography- Probabilistics- Segmentation methods- Tractography- White matter- White matter fibers- Fibers- brain- cluster analysis- connectome- diagnostic imaging- human- myelinated nerve- white matter- Brain- Cluster Analysis- Connectome- Humans- Nerve Fibers, Myelinated- White Matter;English;Conference Paper
UdeC;Guevara Alvez Pamela Beatriz;Goicovich I., Olivares P., Román C., Vázquez A., Poupon C., Mangin J.-F., Guevara P., Hernández C.;24766261300;57263129500-57263682600-56898609500-57211428314-6602766024-7004285555-24766261300-7202905254-;Fiber Clustering Acceleration With a Modified Kmeans++ Algorithm Using Data Parallelism;2021;Frontiers in Neuroinformatics;0;Department of Electrical Engineering, Universidad de Concepción, Concepción, Chile- Department of Computer Science, Universidad de Concepción, Concepción, Chile- Université Paris-Saclay, CEA, CNRS, Neurospin, Baobab, Gif-sur-Yvette, France- Center for Biotechnology and Bioengineering, Santiago, Chile;Fiber clustering methods are typically used in brain research to study the organization of white matter bundles from large diffusion MRI tractography datasets. These methods enable exploratory bundle inspection using visualization and other methods that require identifying brain white matter structures in individuals or a population. Some applications, such as real-time visualization and inter-subject clustering, need fast and high-quality intra-subject clustering algorithms. This work proposes a parallel algorithm using a General Purpose Graphics Processing Unit (GPGPU) for fiber clustering based on the FFClust algorithm. The proposed GPGPU implementation exploits data parallelism using both multicore and GPU fine-grained parallelism present in commodity architectures, including current laptops and desktop computers. Our approach implements all FFClust steps in parallel, improving execution times in all of them. In addition, our parallel approach includes a parallel Kmeans++ algorithm implementation and defines a new variant of Kmeans++ to reduce the impact of choosing outliers as initial centroids. The results show that our approach provides clustering quality results very similar to FFClust, and it requires an execution time of 3.5 s for processing about a million fibers, achieving a speedup of 11.5 times compared to FFClust. © Copyright © 2021 Goicovich, Olivares, Román, Vázquez, Poupon, Mangin, Guevara and Hernández.;acceleration- algorithm- Article- clustering algorithm- computer language- corpus callosum- diffusion weighted imaging- fiber clustering method- fractional anisotropy- image segmentation- learning algorithm- machine learning- metagenomics- nuclear magnetic resonance imaging- pyramidal tract- signal noise ratio- tractography- white matter;English;Article
UdeC;Guevara Alvez Pamela Beatriz;Vergara C., Silva F., Huerta I., Lopez-Lopez N., Vazquez A., Houenou J., Poupon C., Mangin J.-F., Hernandez C., Guevara P.;24766261300;57262251600-57211430727-57217176963-57191421095-57211428314-24075800800-6602766024-7004285555-7202905254-24766261300-;Group-Wise Cortical Surface Parcellation Based on Inter-Subject Fiber Clustering;2021;Proceedings of the Annual International Conference of the IEEE Engineering in Medicine and Biology Society, EMBS;0;Universidad de Concepción, Faculty of Engineering, Concepción, Chile- I2BM, Neurospin, CEA, Gif-sur-Yvette, France- Center for Biotechnology and Bioengineering (CeBiB), Chile;We present an automatic algorithm for the group-wise parcellation of the cortical surface. The method is based on the structural connectivity obtained from representative brain fiber clusters, calculated via an inter-subject clustering scheme. Preliminary regions were defined from cluster-cortical mesh intersection points. The final parcellation was obtained using parcel probability maps to model and integrate the connectivity information of all subjects, and graphs to represent the overlap between parcels. Two inter-subject clustering schemes were tested, generating a total of 171 and 109 parcels, respectively. The resulting parcels were quantitatively compared with three state-of-the-art atlases. The best parcellation returned 69 parcels with a Dice similarity coefficient greater than 0.5. To the best of our knowledge, this is the first diffusion-based cortex parcellation method based on whole-brain inter-subject fiber clustering. © 2021 IEEE.;adult- algorithm- article- brain cortex- diffusion- probability;English;Conference Paper
UdeC;Guevara Alvez Pamela Beatriz;Cetin-Karayumak S., Christiaens D., Figini M., Guevara P., Gyori N., Nath V., Pieciak T.;24766261300;57201277276-56648004600-55796625500-24766261300-57216882572-57194026100-55255307000-;Preface;2021;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);0;Harvard Medical School, Boston, MA, United States- University College London, London, United Kingdom- Universidad de Valladolid, Valladolid, Spain- AGH University of Science and Technology, Krakow, Poland- KU Leuven, Leuven, Belgium- Universidad de Concepción, Concepción, Chile- Nvidia, Nashville, TN, United States;[No abstract available];-;English;Editorial
UdeC;Guevara Alvez Pamela Beatriz;Roman C., Lopez-Lopez N., Houenou J., Poupon C., Mangin J.-F., Hernandez C., Guevara P.;24766261300;56898609500-57191421095-24075800800-6602766024-7004285555-7202905254-24766261300-;Study of precentral-postcentral connections on Hcp data using probabilistic tractography and fiber clustering;2021;Proceedings - International Symposium on Biomedical Imaging;1;Universidad de Concepción, Faculty of Engineering, Concepción, Chile- I2BM, Neurospin, CEA, Gif-sur-Yvette, France- Center for Biotechnology and Bioengineering (CeBiB), Chile;The study of the superficial white matter and its description is essential for the understanding of human brain function and the study of pathogenesis. However, the study of these fibers is still an incomplete task due to the high inter-subject variability and the size of this kind of fibers. In this work, a superficial white matter bundle identification based on fiber clustering was performed using probabilistic tractography on 100 subjects from the The Human Connectome Project (HCP) data, aligned with a non-linear registration. The method starts with an intra-subject clustering, followed by a segmentation of fibers connecting the precentral (PrC) and postcentral (PoC) regions, based on a ROI atlas. Due to the high amount of fibers, they were randomly separated into groups. An inter-subject clustering was applied on the fibers of each group, and then two clustering levels were applied to select the most reproducible bundles. Seven bundles per hemisphere were obtained, connecting the PrC and PoC regions. These were compared with bundles from previous atlases, showing in general more coverage and some bundles not found in previous atlases. © 2021 IEEE.;Fibers- Medical imaging- Human brain functions- Human Connectome- Non linear- Probabilistic tractography- White matter- Praseodymium compounds;English;Conference Paper
UdeC;Guevara Alvez Pamela Beatriz;Schilling K.G., Rheault F., Petit L., Hansen C.B., Nath V., Yeh F.-C., Girard G., Barakovic M., Rafael-Patino J., Yu T., Fischi-Gomez E., Pizzolato M., Ocampo-Pineda M., Schiavi S., Canales-Rodríguez E.J., Daducci A., Granziera C., Innocenti G., Thiran J.-P., Mancini L., Wastling S., Cocozza S., Petracca M., Pontillo G., Mancini M., Vos S.B., Vakharia V.N., Duncan J.S., Melero H., Manzanedo L., Sanz-Morales E., Peña-Melián Á., Calamante F., Attyé A., Cabeen R.P., Korobova L., Toga A.W., Vijayakumari A.A., Parker D., Verma R., Radwan A., Sunaert S., Emsell L., De Luca A., Leemans A., Bajada C.J., Haroon H., Azadbakht H., Chamberland M., Genc S., Tax C.M.W., Yeh P.-H., Srikanchana R., Mcknight C.D., Yang J.Y.-M., Chen J., Kelly C.E., Yeh C.-H., Cochereau J., Maller J.J., Welton T., Almairac F., Seunarine K.K., Clark C.A., Zhang F., Makris N., Golby A., Rathi Y., O'Donnell L.J., Xia Y., Aydogan D.B., Shi Y., Fernandes F.G., Raemaekers M., Warrington S., Michielse S., Ramírez-Manzanares A., Concha L., Aranda R., Meraz M.R., Lerma-Usabiaga G., Roitman L., Fekonja L.S., Calarco N., Joseph M., Nakua H., Voineskos A.N., Karan P., Grenier G., Legarreta J.H., Adluru N., Nair V.A., Prabhakaran V., Alexander A.L., Kamagata K., Saito Y., Uchida W., Andica C., Abe M., Bayrak R.G., Wheeler-Kingshott C.A.M.G., D'Angelo E., Palesi F., Savini G., Rolandi N., Guevara P., Houenou J., López-López N., Mangin J.-F., Poupon C., Román C., Vázquez A., Maffei C., Arantes M., Andrade J.P., Silva S.M., Calhoun V.D., Caverzasi E., Sacco S., Lauricella M., Pestilli F., Bullock D., Zhan Y., Brignoni-Perez E., Lebel C., Reynolds J.E., Nestrasil I., Labounek R., Lenglet C., Paulson A., Aulicka S., Heilbronner S.R., Heuer K., Chandio B.Q., Guaje J., Tang W., Garyfallidis E., Raja R., Anderson A.W., Landman B.A., Descoteaux M.;24766261300;56192036700-57062832800-57221948276-57202756650-57194026100-57093275200-7006992959-57196450980-36976121100-57192554101-55566702100-56647902500-57201471192-57190045192-16506160800-26430368900-15059152300-7007117645-35554798200-35722647600-37099163900-56396408700-24477713600-57191871574-56647524300-36931857600-54954062300-57215026527-56563935200-57221318128-57210210700-6602424346-6701820929-46061857300-36444979200-57221318543-57223943025-57561693900-55452991000-8379036400-57209719597-6701629213-36196444600-56504654700-8235664500-56674514700-6505800506-55922050900-55808645900-57050179300-55364874700-22636478700-6603181367-56090157600-56393563200-24342862700-55017105900-23391623800-56955618600-23009147500-56417473000-36489070800-24823693800-55290679000-25653473600-35480152800-6602812106-8731212600-8430466800-57218139552-24824135900-55329916500-57221324182-55918974700-57216910702-36999427700-56000927200-8581231600-57224841942-7202780487-56270859500-57221322754-57201262045-56780283100-57220711082-57208582449-6504704378-57220391063-57197862457-57203899288-22833809800-52063482400-56231706500-7201740215-57070787500-57212473898-57212585880-57188961548-57230154600-57204806278-6602501665-57223020904-37038201700-57204186122-57221321246-24766261300-24075800800-57191421095-7004285555-6602766024-56898609500-57211428314-56526527300-23491405800-7201721855-8772888700-7003595227-6602485865-55874948600-57200245578-6506525986-57204829130-56681709000-56125360800-36896932900-56073860400-15755712300-55315133300-8928429100-57219314015-56072591300-23018882000-57205676018-57219376673-56520338700-57713386500-57220285937-57197052718-7403369918-16679175200-14015660500-;Tractography dissection variability: What happens when 42 groups dissect 14 white matter bundles on the same dataset?;2021;NeuroImage;23;Department of Radiology and Radiological Sciences, Vanderbilt University Medical Center, Nashville, TN, United States- SCIL, Université de Sherbrooke, Québec, Canada- Groupe dImagerie Neurofonctionnelle, Institut Des Maladies Neurodegeneratives, CNRS, CEA University of Bordeaux, Bordeaux, France- Department of Electrical Engineering and Computer Science, Vanderbilt University, Nashville, TN, United States- Department of Neurological Surgery, University of Pittsburgh, Pittsburgh, PA, United States- CIBM Center for BioMedical Imaging, Lausanne, Switzerland- Translational Imaging in Neurology (ThINK), Department of Medicine and Biomedical Engineering, University Hospital and University of Basel, Basel, Switzerland- Signal Processing Lab (LTS5), École Polytechnique Fédérale de Lausanne, Lausanne, Switzerland- Department of Applied Mathematics and Computer Science, Technical University of Denmark, Kongens Lyngby, Denmark- Department of Computer Science, University of Verona, Italy- Department of Neuroscience, Karolinska InstitutetStockholm, Sweden- Lysholm Department of Neuroradiology, National Hospital for Neurology & Neurosurgery, UCL Hospitals NHS Foundation Trust, London, United Kingdom- Department of Advanced Biomedical Sciences, University “Federico II”, Naples, Italy- Department of Neurosciences and Reproductive and Odontostomatological Sciences, University “Federico II”, Naples, Italy- Department of Neuroscience, Brighton and Sussex Medical School, University of Sussex, Brighton, United Kingdom- Centre for Medical Image Computing, University College London, London, United Kingdom- Department of Clinical and Experimental Epilepsy, University College London, London, United Kingdom- Epilepsy Society MRI Unit, Chalfont St Peter, United Kingdom- Laboratorio de Análisis de Imagen Médica y Biometría (LAIMBIO), Universidad Rey Juan Carlos, Madrid, Spain- Facultad de Ciencias de la Salud, Universidad Rey Juan Carlos, Madrid, Spain- Departamento de Anatomía, Facultad de Medicina, Universidad Complutense de Madrid, Madrid, Spain- Sydney Imaging and School of Biomedical Engineering, The University of Sydney, Sydney, Australia- School of Biomedical Engineering, The University of Sydney, Sydney, Australia- Laboratory of Neuro Imaging, Stevens Neuroimaging and Informatics Institute, Keck School of Medicine of USC, University of Southern California, Los Angeles, CA, United States- Center for Integrative Connectomics, Stevens Neuroimaging and Informatics Institute, Keck School of Medicine of USC, University of Southern California, Los Angeles, CA, United States- Department of Radiology, University of Pennsylvania, Philadelphia, PA, United States- KU Leuven, Department of Imaging and Pathology, Translational MRI, B-3000, Leuven, Belgium- PROVIDI Lab, UMC Utrecht, Netherlands- Department of Physiology and Biochemistry, Faculty of Medicine and Surgery, University of Malta, Malta- Division of Neuroscience & Experimental Psychology, Faculty of Biology, Medicine and Health, The University of Manchester, Manchester Academic Health Science Centre, Manchester, United Kingdom- AINOSTICS Limited, London, United Kingdom- Cardiff University Brain Research Imaging Centre (CUBRIC), Cardiff University, Cardiff, United Kingdom- National Intrepid Center of Excellence, Walter Reed National Military Medical Center, Bethesda, MD, United States- Department of Neurosurgery, Neuroscience Advanced Clinical Imaging Suite (NACIS), Royal Children's Hospital, Parkville, Melbourne, Australia- Developmental Imaging, Murdoch Children's Research InstituteMelbourne, Australia- Victorian Infant Brain Studies, Murdoch Children's Research InstituteMelbourne, Australia- Institute for Radiological Research, Chang Gung University & Chang Gung Memorial HospitalTaoyuan, Taiwan- Poitiers University Hospital, France- MRI Clinical Science Specialist, General Electric Healthcare, Australia- National Neuroscience Institute, Singapore, Singapore- Neurosurgery department, Hôpital Pasteur, University Hospital of Nice, Côte d'Azur University, France- Developmental Imaging and Biophysics Section, UCL GOS Institute of Child Health, London- Brigham & Women's Hospital and Harvard Medical School, Boston, MA, United States- University of Southern California, Keck School of Medicine, Neuroimaging and Informatics Institute, Los AngelesCalifornia, United States- Department of Neuroscience and Biomedical Engineering, Aalto University School of Science, Espoo, Finland- UMC Utrecht Brain Center, Department of Neurology&NeurosurgeryUtrecht, Netherlands- Sir Peter Mansfield Imaging Centre, School of Medicine, University of NottinghamUK, United Kingdom- Department of Neurosurgery, School for Mental Health and Neuroscience, Maastricht University- Centro de Investigación en Matemáticas A.C. (CIMAT), Mexico- Universidad Nacional Autonoma de Mexico, Institute of Neurobiology, Mexico- Centro de Investigación Científica y de Educación Superior de Ensenada (CICESE-UT3), Cátedras-CONACyT, Mexico- Department of Psychology, Stanford University, Stanford, CA, United States- Department of Neurosurgery, Charité - Universitätsmedizin Berlin, Berlin, Germany- Kimel Family Translational Imaging-Genetics Laboratory, Research Imaging Centre, Centre for Addiction and Mental Health, Toronto, ON, Canada- University of Wisconsin-Madison- Department of Radiology, Juntendo University Graduate School of Medicine, Tokyo, Japan- NMR Research Unit, Queen Square MS Centre, Department of Neuroinflammation, UCL Queen Square Institute of Neurology, Faculty of Brain Sciences, University College London, London, United Kingdom- Department of Brain and Behavioral Sciences, University of Pavia, Italy- Brain MRI 3T Research Center, IRCCS Mondino Foundation, Pavia, Italy- Universidad de Concepción, Faculty of Engineering, Concepción, Chile- Université Paris-Saclay, CEA, CNRS, Neurospin, Gif-sur-Yvette, France- Athinoula A. Martinos Center for Biomedical Imaging, Massachusetts General Hospital and Harvard Medical School- Department of Biomedicine, Unit of Anatomy, Faculty of Medicine of the University of Porto, Al. Professor Hernâni Monteiro, Porto, Portugal- Tri-institutional Center for Translational Research in Neuroimaging and Data Science (TReNDS), Georgia State University, Georgia Institute of Technology, Emory University, Atlanta, GA 30303, United States- Neurology Department UCSF Weill Institute for Neurosciences, University of California, San Francisco.- Memory and Aging Center. UCSF Weill Institute for Neurosciences, University of California, San Francisco.- Department of Psychology, The University of Texas at AustinTX 78731, United States- Brain Cognition and Brain Disease Institute, Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences, Shenzhen, 518055, China- Developmental-Behavioral Pediatrics Division, Department of Pediatrics, Stanford School of Medicine, Stanford, CA, United States- Department of Radiology, University of Calgary, 2500 University Drive NW, Calgary, AB T2N 1N4, Canada- Division of Clinical Behavioral Neuroscience, Department of Pediatrics, University of Minnesota, Minneapolis, MN, United States- Center for Magnetic Resonance Research, Department of Radiology, University of Minnesota, Minneapolis, MN, United States- Department of Paediatric Neurology, University Hospital and Medicine Faculty, Masaryk University, Brno, Czech Republic- Department of Neuroscience, University of Minnesota, Minneapolis, MN, United States- Center for Research and Interdisciplinarity (CRI), INSERM U1284, Université de Paris, Paris, France- Department of Intelligent Systems Engineering, Indiana University, Bloomington, IN, United States- Department of Computer Science, Indiana University, Bloomington, IN, United States- University of Arkansas for Medical Sciences, Little Rock, AR, United States- Department of Radiology and Radiological Sciences, Vanderbilt University Medical Center, Nashville, TN, United States;White matter bundle segmentation using diffusion MRI fiber tractography has become the method of choice to identify white matter fiber pathways in vivo in human brains. However, like other analyses of complex data, there is considerable variability in segmentation protocols and techniques. This can result in different reconstructions of the same intended white matter pathways, which directly affects tractography results, quantification, and interpretation. In this study, we aim to evaluate and quantify the variability that arises from different protocols for bundle segmentation. Through an open call to users of fiber tractography, including anatomists, clinicians, and algorithm developers, 42 independent teams were given processed sets of human whole-brain streamlines and asked to segment 14 white matter fascicles on six subjects. In total, we received 57 different bundle segmentation protocols, which enabled detailed volume-based and streamline-based analyses of agreement and disagreement among protocols for each fiber pathway. Results show that even when given the exact same sets of underlying streamlines, the variability across protocols for bundle segmentation is greater than all other sources of variability in the virtual dissection process, including variability within protocols and variability across subjects. In order to foster the use of tractography bundle dissection in routine clinical settings, and as a fundamental analytical tool, future endeavors must aim to resolve and reduce this heterogeneity. Although external validation is needed to verify the anatomical accuracy of bundle dissections, reducing heterogeneity is a step towards reproducible research and may be achieved through the use of standard nomenclature and definitions of white matter bundles and well-chosen constraints and decisions in the dissection process. © 2021;adult- algorithm- article- clinical article- controlled study- dissection- female- human- human experiment- male- nomenclature- quantitative analysis- tractography- validation process- white matter- algorithm- diagnostic imaging- diffusion tensor imaging- dissection- image processing- nerve tract- procedures- white matter- Algorithms- Diffusion Tensor Imaging- Dissection- Humans- Image Processing, Computer-Assisted- Neural Pathways- White Matter;English;Article
UdeC;Guevara Alvez Pamela Beatriz;Vázquez A., López-López N., López-López N., Houenou J., Houenou J., Houenou J., Houenou J., Poupon C., Mangin J.-F., Ladra S., Guevara P.;24766261300;57211428314-57191421095-57191421095-24075800800-24075800800-24075800800-24075800800-6602766024-7004285555-24332208900-24766261300-;Automatic group-wise whole-brain short association fiber bundle labeling based on clustering and cortical surface information;2020;BioMedical Engineering Online;2;Faculty of Engineering, Universidad de Concepción, Concepción, Chile- Centro de Investigación CITIC, Universidade da Coruña, A Coruña, Spain- NeuroSpin, CEA, Paris-Saclay University, Gif-sur-Yvette, France- INSERM U955 Unit, Mondor Institute for Biomedical Research, Team 15 Translational Psychiatry, Créteil, France- Fondation Fondamental, Créteil, France- AP-HP, Department of Psychiatry and Addictology, Mondor University Hospitals, School of Medicine, DHU PePsy, Créteil, France;Background: Diffusion MRI is the preferred non-invasive in vivo modality for the study of brain white matter connections. Tractography datasets contain 3D streamlines that can be analyzed to study the main brain white matter tracts. Fiber clustering methods have been used to automatically group similar fibers into clusters. However, due to inter-subject variability and artifacts, the resulting clusters are difficult to process for finding common connections across subjects, specially for superficial white matter. Methods: We present an automatic method for labeling of short association bundles on a group of subjects. The method is based on an intra-subject fiber clustering that generates compact fiber clusters. Posteriorly, the clusters are labeled based on the cortical connectivity of the fibers, taking as reference the Desikan-Killiany atlas, and named according to their relative position along one axis. Finally, two different strategies were applied and compared for the labeling of inter-subject bundles: a matching with the Hungarian algorithm, and a well-known fiber clustering algorithm, called QuickBundles. Results: Individual labeling was executed over four subjects, with an execution time of 3.6 min. An inspection of individual labeling based on a distance measure showed good correspondence among the four tested subjects. Two inter-subject labeling were successfully implemented and applied to 20 subjects and compared using a set of distance thresholds, ranging from a conservative value of 10 mm to a moderate value of 21 mm. Hungarian algorithm led to a high correspondence, but low reproducibility for all the thresholds, with 96 s of execution time. QuickBundles led to better correspondence, reproducibility and short execution time of 9 s. Hence, the whole processing for the inter-subject labeling over 20 subjects takes 1.17 h. Conclusion: We implemented a method for the automatic labeling of short bundles in individuals, based on an intra-subject clustering and the connectivity of the clusters with the cortex. The labels provide useful information for the visualization and analysis of individual connections, which is very difficult without any additional information. Furthermore, we provide two fast inter-subject bundle labeling methods. The obtained clusters could be used for performing manual or automatic connectivity analysis in individuals or across subjects. © 2020 The Author(s).;Brain- Fibers- Magnetic resonance imaging- Automatic connectivity- Automatic labeling- Clustering methods- Conservative value- Hungarian algorithm- Relative positions- Visualization and analysis- White matter tracts- Clustering algorithms- adult- article- artifact- clinical article- clustering algorithm- female- human- human experiment- male- reproducibility- tractography- white matter- writing- algorithm- automation- brain- cluster analysis- diagnostic imaging- diffusion weighted imaging- image processing- procedures- Algorithms- Automation- Brain- Cluster Analysis- Diffusion Magnetic Resonance Imaging- Humans- Image Processing, Computer-Assisted;English;Article
UdeC;Guevara Alvez Pamela Beatriz;Vázquez A., López-López N., Sánchez A., Houenou J., Poupon C., Mangin J.-F., Hernández C., Guevara P.;24766261300;57211428314-57191421095-57217523530-24075800800-6602766024-7004285555-7202905254-24766261300-;FFClust: Fast fiber clustering for large tractography datasets for a detailed study of brain connectivity;2020;NeuroImage;8;Universidad de Concepción, Department of Electrical Engineering, Concepción, Chile- Universidad de Concepción, Department of Computer Science, Concepción, Chile- Universidade da Coruña, Centro de investigación CITIC, A Coruña, Spain- Center for Biotechnology and Bioengineering (CeBiB), Santiago, Chile- Université Paris-Saclay, CEA, CNRS, Baobab, Neurospin, Gif-sur-Yvette, France- INSERM U955 Unit, Mondor Institute for Biomedical Research, Team 15 “Translational Psychiatry”, Créteil, France- Fondation FondamentalCréteil, France- AP-HP, Department of Psychiatry and Addictology, Mondor University Hospitals, School of Medicine, DHU PePsyCréteil, France;Automated methods that can identify white matter bundles from large tractography datasets have several applications in neuroscience research. In these applications, clustering algorithms have shown to play an important role in the analysis and visualization of white matter structure, generating useful data which can be the basis for further studies. This work proposes FFClust, an efficient fiber clustering method for large tractography datasets containing millions of fibers. Resulting clusters describe the whole set of main white matter fascicles present on an individual brain. The method aims to identify compact and homogeneous clusters, which enables several applications. In individuals, the clusters can be used to study the local connectivity in pathological brains, while at population level, the processing and analysis of reproducible bundles, and other post-processing algorithms can be carried out to study the brain connectivity and create new white matter bundle atlases. The proposed method was evaluated in terms of quality and execution time performance versus the state-of-the-art clustering techniques used in the area. Results show that FFClust is effective in the creation of compact clusters, with a low intra-cluster distance, while keeping a good quality Davies–Bouldin index, which is a metric that quantifies the quality of clustering approaches. Furthermore, it is about 8.6 times faster than the most efficient state-of-the-art method for one million fibers dataset. In addition, we show that FFClust is able to correctly identify atlas bundles connecting different brain regions, as an example of application and the utility of compact clusters. © 2020 The Author(s);adult- algorithm- article- brain region- controlled study- human- quantitative analysis- tractography- white matter- cluster analysis- diagnostic imaging- diffusion tensor imaging- factual database- image processing- myelinated nerve- nerve cell network- procedures- white matter- Cluster Analysis- Databases, Factual- Diffusion Tensor Imaging- Humans- Image Processing, Computer-Assisted- Nerve Fibers, Myelinated- Nerve Net- White Matter;English;Article
UdeC;Guevara Alvez Pamela Beatriz;López-López N., Vázquez A., Houenou J., Poupon C., Mangin J.-F., Ladra S., Guevara P.;24766261300;57191421095-57211428314-24075800800-6602766024-7004285555-24332208900-24766261300-;From Coarse to Fine-Grained Parcellation of the Cortical Surface Using a Fiber-Bundle Atlas;2020;Frontiers in Neuroinformatics;3;Faculty of Engineering, Universidad de Concepción, Concepción, Chile- Universidade da Coruña, CITIC, Department of Computer Science and Information Technologies, A Coruña, Spain- Université Paris-Saclay, CEA, CNRS, Baobab, Neurospin, Gif-sur-Yvette, France- INSERM U955 Unit, Mondor Institute for Biomedical Research, Team 15 “Translational Psychiatry, Paris, France- Fondation Fondamental, Paris, France- AP-HP, Department of Psychiatry and Addictology, School of Medicine, Mondor University Hospitals, DHU PePsy, Paris, France;In this article, we present a hybrid method to create fine-grained parcellations of the cortical surface, from a coarse-grained parcellation according to an anatomical atlas, based on cortico-cortical connectivity. The connectivity information is obtained from segmented superficial and deep white matter bundles, according to bundle atlases, instead of the whole tractography. Thus, a direct matching between the fiber bundles and the cortical regions is obtained, avoiding the problem of finding the correspondence of the cortical parcels among subjects. Generating parcels from segmented fiber bundles can provide a good representation of the human brain connectome since they are based on bundle atlases that contain the most reproducible short and long connections found on a population of subjects. The method first processes the tractography of each subject and extracts the bundles of the atlas, based on a segmentation algorithm. Next, the intersection between the fiber bundles and the cortical mesh is calculated, to define the initial and final intersection points of each fiber. A fiber filtering is then applied to eliminate misclassified fibers, based on the anatomical definition of each bundle and the labels of Desikan-Killiany anatomical parcellation. A parcellation algorithm is then performed to create a subdivision of the anatomical regions of the cortex, which is reproducible across subjects. This step resolves the overlapping of the fiber bundle extremities over the cortical mesh within each anatomical region. For the analysis, the density of the connections and the degree of overlapping, is considered and represented with a graph. One of our parcellations, an atlas composed of 160 parcels, achieves a reproducibility across subjects of ≈0.74, based on the average Dice's coefficient between subject's connectivity matrices, rather than ≈0.73 obtained for a macro anatomical parcellation of 150 parcels. Moreover, we compared two of our parcellations with state-of-the-art atlases, finding a degree of similarity with dMRI, functional, anatomical, and multi-modal atlases. The higher similarity was found for our parcellation composed of 185 sub-parcels with another parcellation based on dMRI data from the same database, but created with a different approach, leading to 130 parcels in common based on a Dice's coefficient ≥0.5. © Copyright © 2020 López-López, Vázquez, Houenou, Poupon, Mangin, Ladra and Guevara.;adult- article- connectome- controlled study- filtration- human- limb- reproducibility- segmentation algorithm- tractography- white matter- writing;English;Article
UdeC;Guevara Alvez Pamela Beatriz;Lopez-Lopez N., Vazquez A., Poupon C., Mangin J.-F., Ladra S., Guevara P.;24766261300;57191421095-57211428314-6602766024-7004285555-24332208900-24766261300-;GeoSP: A parallel method for a cortical surface parcellation based on geodesic distance;2020;Proceedings of the Annual International Conference of the IEEE Engineering in Medicine and Biology Society, EMBS;1;Universidad de Concepción, Department of Computer Science, Concepción, 4030000, Chile- Paris-Saclay University, Neurospin, Cea, Gif-sur-Yvette, 91191, France;We present GeoSP, a parallel method that creates a parcellation of the cortical mesh based on a geodesic distance, in order to consider gyri and sulci topology. The method represents the mesh with a graph and performs a K-means clustering in parallel. It has two modes of use, by default, it performs the geodesic cortical parcellation based on the boundaries of the anatomical parcels provided by the Desikan-Killiany atlas. The other mode performs the complete parcellation of the cortex. Results for both modes and with different values for the total number of sub-parcels show homogeneous sub-parcels. Furthermore, the execution time is 82s for the whole cortex mode and 18s for the Desikan-Killiany atlas subdivision, for a parcellation into 350 sub-parcels. The proposed method will be available to the community to perform the evaluation of data-driven cortical parcellations. As an example, we compared GeoSP parcellation with Desikan-Killiany and Destrieux atlases in 50 subjects, obtaining more homogeneous parcels for GeoSP and minor differences in structural connectivity reproducibility across subjects. © 2020 IEEE.;K-means clustering- Mesh generation- Cortical surfaces- Data driven- Geodesic distances- Parallel method- Reproducibilities- Structural connectivity- Geodesy;English;Conference Paper
